yelping_since,compliments.plain,compliments.cute,compliments.cool,compliments.more,compliments.profile,average_stars,user_id,elite,review_count,name,compliments.list,votes.cool,votes.funny,compliments.writer,fans,compliments.photos,compliments.note,compliments.funny,votes.useful,compliments.hot
2008-03,10,,12,6,,3.69,wyImbYrkOHJ8fuiJU-swng,"[2009, 2010, 2011]",256,Brian,1,201,197,6,8,1,6,12,401,3
2007-08,22,4,35,4,5,3.54,rHrdW1Xhz4kFqrwP0qRngg,"[2010, 2012, 2013, 2014]",199,Faryoung,2,203,278,16,12,4,5,25,388,21
2009-05,43,6,72,7,13,3.52,uR8VGGOYxpIfnzY7YQc9oQ,"[2010, 2011, 2012, 2013, 2014]",342,Rob,13,841,672,50,23,5,20,35,1480,46
2011-12,1,,2,2,1,3.59,NsQJznXdzf_2y-99Yv1YSg,[2012],43,Thinh,,25,16,2,1,,3,4,58,2
2010-06,,,3,3,,3.76,2etEbZyVNpNFPBOAhos0Tg,"[2010, 2011, 2012, 2013, 2014]",202,Karen,,34,35,1,7,,5,,221,1
2008-01,24,,30,5,1,3.32,rPwp1NIaYk3PufVVOOAZfQ,"[2009, 2010]",388,Jason,,490,423,3,13,3,21,26,553,9
2008-06,7,,6,3,1,3.99,tNgv2DVthxizJc8AdOu1ow,"[2012, 2013]",149,Michael,,75,81,3,5,1,5,4,178,4
2009-08,20,,14,,1,3.69,TWOm0P2gvIkiUiPW5DTPtw,"[2010, 2011]",86,Trou,1,190,67,5,4,,14,6,247,8
2008-06,721,3,358,6,,3.7,gFMu1DI6MOdL-aCoQI9ctA,"[2010, 2011, 2012, 2013, 2014]",317,Cherie,,600,473,38,20,14,199,159,985,200
2012-01,13,4,11,4,2,3.65,T9NJnYrqsrd5STmKjZ9IUQ,[2014],97,Meghan,,103,87,11,17,4,9,10,200,12
2009-02,33,1,36,6,3,4.01,QSr8odnLxOD5NWzYRklV7Q,"[2010, 2011, 2012, 2013]",465,Haik,,441,492,21,18,,19,24,774,4
2010-10,11,,12,3,,4.03,0y5U2FdW5Cfu2HqJbfbfqg,"[2011, 2012, 2013]",376,Caroline,,183,61,23,7,2,3,,613,17
2008-08,76,2,57,8,1,3.73,-uslRG-oovrIkvJu2LBW2g,"[2009, 2010]",253,Bryan,,454,405,7,9,2,42,28,758,20
2012-05,5,,8,1,,3.58,a_5U2vLWvvCR1q5AkGziOQ,"[2013, 2014]",188,Lauren,,58,73,4,2,,2,2,236,6
2007-09,16,1,43,1,,3.74,ZpsN0n4Jm2cDUTLxgUTjTw,"[2012, 2013, 2014]",651,Doris,1,391,176,18,16,6,7,5,789,8
2009-08,10,1,10,1,,3.85,LFt3cV_32zIAUe24XVvmoQ,"[2010, 2011, 2012, 2013, 2014]",330,Jason,,97,114,9,7,,22,10,277,1
2011-03,10,1,7,2,,3.71,immjG4XJXbelzbIofZI0HQ,"[2011, 2012, 2013, 2014]",201,Kelly,1,73,50,4,4,1,2,4,169,2
2008-07,9,,20,1,2,3.73,aY3wQccc9BvRcUzbnabxbw,"[2008, 2009]",141,Carissa,5,187,70,4,7,,12,4,360,11
2006-11,73,4,112,13,1,3.9,BMDzV7XHkHsUzcWhIUdeew,"[2007, 2008, 2009, 2010]",322,John,10,645,772,15,17,3,30,63,757,75
2012-08,9,,8,1,,4.08,c_OacWYbSa3sWHOjAq4Phg,[2014],136,Tiffany,,96,87,6,4,2,,2,229,1
2008-04,101,36,279,21,7,3.64,576tYughtwj5XhENKI5GLg,"[2009, 2011]",215,Cheri,17,790,658,76,75,29,82,137,1064,214
2011-09,29,1,33,1,,3.68,jd3bfkvfnFyQjQaDA7loUw,"[2012, 2013, 2014]",301,David,3,279,64,21,7,1,24,3,428,15
2008-11,3,,1,1,,3.0,xDUTuliE0f3ipRok9OyJXA,[2011],28,Trace,,11,43,1,2,1,3,,78,4
2007-02,14,2,33,10,1,3.64,rVlgz-MGYRPa8UzTYO0RGQ,"[2007, 2008, 2009, 2010, 2011]",202,Alex,,221,353,7,7,2,23,24,370,13
2007-06,7,,15,3,1,4.01,s1Sec08PmKAl86znSt-A-w,[2010],102,Ruth,,82,45,2,2,2,8,4,212,12
2011-06,5,,4,,,3.25,z5QQGDqErjMKD8XtM00s7g,"[2012, 2013, 2014]",476,Mike,1,62,54,2,4,,,,277,4
2009-11,43,,63,5,4,3.64,YxGiLYP_EeUuWTbRZxwUJQ,"[2011, 2012, 2013, 2014]",361,Alex,1,448,605,16,15,8,34,59,782,63
2008-01,5,,22,,,3.67,yVyOedgM0Eb-KBU63k9fvA,"[2009, 2010, 2011, 2012, 2013, 2014]",307,Dani,,82,77,,2,,5,,209,4
2007-11,8,3,15,2,1,3.85,YKJSsecffpx-VMwIpotyaw,"[2009, 2010, 2011]",160,Alice,1,103,70,9,8,1,5,4,173,8
2009-12,4,1,5,6,,3.23,Jy8rw-hk7yGGcg0McUS9vQ,[2010],75,Kelly,1,91,187,1,6,5,6,17,149,9
2010-09,10,,8,,,3.96,Ey811HjTgSc_sbg9nnfHig,[2014],101,Henry,,29,120,3,2,1,11,7,83,2
2008-03,24,9,53,4,3,3.45,PZUmF5V2Tf8bNGIPPbYv1A,"[2008, 2009, 2010, 2011]",458,Monica,1,369,386,7,14,1,3,20,585,45
2009-07,6,,3,2,1,3.65,SVLRBHz0rlVvd-PBgvZ9wg,"[2012, 2013, 2014]",158,Betty,,95,85,4,4,3,1,1,202,2
2011-04,2,,3,1,,3.77,3tGgmOkahmZ69XPo17qXHg,[2011],58,Lynda,,12,15,1,1,,2,,27,2
2012-01,11,,2,2,,3.6,5Q6La1g1tHat4ET15qKuLw,"[2013, 2014]",142,Faye,,57,66,4,2,,3,4,149,6
2008-02,12,,11,2,1,3.65,MKLpUBr07RtnOwG-altvew,"[2012, 2013, 2014]",567,Tom,1,111,71,5,1,1,6,3,256,7
2010-11,3,,3,1,,3.79,QZnig4mWN1PzQgEW4ayABw,[2014],286,Scarlett,,131,173,3,7,1,5,2,517,5
2011-10,2,,3,1,,3.17,8wQ2DelA64RWzy-bh6uMew,"[2013, 2014]",100,Kristie,,26,32,2,0,,3,,152,2
2009-09,23,,55,11,1,3.75,O69Pzd49C3Twa1vqHknJyA,"[2012, 2013, 2014]",209,Christopher,,173,153,15,6,,7,17,317,49
2007-01,21,11,43,5,3,4.08,hlvCHiCuLCdaVJMu8jMFxg,"[2009, 2010, 2011, 2012, 2013, 2014]",796,Jacquee,1,417,516,4,27,16,17,30,704,37
2013-08,1,,,2,,3.85,I2_YLy9ZCKLx5wR_vhzixA,[2014],202,Ramie,,25,16,,1,,,,126,
2008-07,4,1,5,4,,3.33,Ig-WArvZ39LcRvH0kidHNg,"[2011, 2012]",95,Joy,,30,48,5,3,,,4,134,7
2008-07,99,31,220,10,19,4.06,45DGEQLhKPYqMO3-dwuqfw,"[2008, 2009, 2010, 2011]",306,Irma,8,787,650,63,33,46,36,77,972,180
2005-08,476,71,616,33,31,4.02,s3HrDBfmZVSOqrFYjjwqEQ,"[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]",446,Linda,14,2160,1560,171,58,27,86,137,2403,470
2012-03,106,3,118,15,14,3.66,2D_gfbCaPHfz8SGFOVXjDQ,"[2013, 2014]",177,Apryl,,467,344,58,26,5,34,18,690,64
2006-08,162,11,143,12,5,3.74,UyvhshDZ5VWfOWhh_GWsYw,"[2009, 2010, 2011, 2012, 2013, 2014]",401,Bryce,2,278,180,48,19,2,64,40,641,59
2011-03,6,,9,2,1,3.85,TpPtLGBAGmol_mdF_sdO2g,"[2011, 2012]",67,Tyler,1,60,82,3,2,1,5,1,69,8
2009-07,51,,34,3,1,3.54,1mClSjUzZdhhPHFx2qo3Rw,"[2013, 2014]",244,Melody,,482,401,13,8,1,52,14,841,15
2008-06,226,26,292,43,14,3.33,92j9xiUMOsM3HviIGoR8Yg,"[2008, 2009]",1039,Andy,14,3419,3249,53,42,20,144,302,4409,196
2007-06,307,13,714,44,29,3.96,7R7BBD1KxhKHiiQ3OPI1Xw,"[2007, 2008, 2009]",172,Kevin,7,938,661,79,23,17,208,495,1019,360
2007-09,24,2,24,3,10,4.05,7DP9tiEiZ6bex1xSx98isQ,"[2011, 2012, 2013, 2014]",438,Deb,,255,211,14,5,3,10,4,416,18
2011-11,9,,21,2,1,3.85,7Jnkok_CIhF_W63RbaM-KA,"[2012, 2013, 2014]",81,Scott,,72,50,3,3,1,13,10,165,8
2012-08,66,3,72,7,6,3.9,gQoRIv76aboudFRicerXQQ,"[2013, 2014]",536,Eva,2,1055,921,37,21,9,34,12,1546,37
2008-03,1,,7,1,,4.05,MCk7SqTJT_QDdEEamdM7yw,[2009],66,Rosella,,21,6,2,1,2,1,,45,
2010-01,17,1,19,1,,3.6,UoS4bUrlIvs1gqmHCoB_Hg,"[2010, 2011, 2012, 2013, 2014]",356,Nichole,4,123,162,6,8,,7,4,351,7
2007-01,23,6,16,2,2,3.72,PEqBJ0zJ7JUbhSqBqcWtvA,"[2011, 2012, 2013, 2014]",184,Lynn,,114,116,6,6,2,10,5,197,16
2007-09,565,62,257,61,62,3.94,GQCY2eho2LqRutedrHXfCQ,"[2009, 2010, 2011, 2012, 2013, 2014]",302,Joanne,52,811,698,113,31,57,102,129,1051,401
2010-04,10,,8,1,1,3.9,rXPE4maXWvCZQKL7_vadCg,[2012],144,Van,1,66,56,1,5,1,4,,128,2
2007-09,293,3,390,18,8,3.57,CJCvh6WSLd4Rx-VnQGsSuw,"[2009, 2010, 2011, 2012, 2013, 2014]",1559,Sean,3,1572,1173,86,52,7,136,121,2446,156
2009-02,12,1,33,7,3,3.44,RYC44JwBCp7IEdjfeUGA1Q,[2010],83,Max,,92,82,3,0,,9,11,135,17
2007-07,123,18,97,25,4,3.64,7DpzcYSj-MjksLerAU6ZlQ,"[2008, 2009, 2010, 2011, 2012, 2013, 2014]",414,Fara,4,733,578,30,30,17,38,40,1410,75
2012-05,6,,6,1,,4.22,_Vs8n9699TcFx4kqbHz7RA,[2014],69,Melissa,,31,12,,0,,1,1,62,2
2010-04,1,,3,,,3.51,G2_rkJlFZoqbkAQJ-1e8qw,[2012],174,Leslie,,41,41,6,2,,5,3,107,3
2009-10,13,,14,,,3.37,7o3WQcWsJPOI-aRanm2AjA,"[2010, 2011, 2012, 2013, 2014]",350,Julia,2,132,126,10,8,,7,5,433,6
2008-08,19,1,36,2,2,3.47,7stH1FN3q6bjEw_z2gfHPQ,"[2012, 2013]",74,Russell,2,109,109,13,4,3,14,21,194,11
2014-02,1,,,,,3.72,G01m_XGhxTBkBkUpxTQAAQ,[2014],82,Dale,,35,48,1,4,,,,73,
2010-08,5,,5,2,,3.71,ywTMqjicJB___ZMnYjmScg,"[2011, 2012, 2013, 2014]",212,James,,47,50,4,1,,4,2,200,1
2008-03,60,5,92,2,1,3.82,Z21X0yNG3Pp_YMXNzjr4PQ,"[2009, 2010, 2011]",191,Annie,7,437,189,7,14,12,25,22,676,42
2009-07,14,,19,2,1,3.69,wwb5DaLIBg33HPIwKfc7DQ,"[2010, 2011, 2012, 2013, 2014]",189,Lisa,,160,131,5,6,1,6,4,373,3
2010-01,9,2,12,1,,4.44,A1oK0kAu8XsMP-jfmRRq7g,"[2012, 2013, 2014]",121,Cheryl,,186,104,,7,9,2,1,315,12
2011-02,10,,5,1,,3.5,N4DhYVH1BW9X7NOqlcKPfw,"[2011, 2012, 2013, 2014]",350,Frank,1,165,458,3,5,2,12,11,256,7
2009-05,14,1,14,1,1,3.91,V9fqRDGc-jBv7wwTLUOODA,"[2009, 2010, 2011, 2012]",613,Grace,,143,99,6,10,4,6,2,306,5
2007-08,7,1,13,4,,3.65,yEoB0DvuI2GQRESag4jq_A,"[2010, 2011, 2012]",311,Terren,2,107,65,8,12,2,10,2,265,7
2008-06,9,,4,,,4.62,4zkqhduWAd0c-P4o0cuF7Q,"[2013, 2014]",249,Joe,,68,35,2,3,1,1,,179,2
2011-04,2,,4,3,1,3.53,vkGkfFCryZoG6gMUUIYGJQ,"[2011, 2012, 2013, 2014]",307,Faye,1,51,32,1,3,,1,,163,4
2008-02,27,,14,,,4.39,K4Kj14zZX3WM6Shgo5hpwg,"[2009, 2010]",264,Maria,4,177,101,6,7,,1,2,483,4
2005-06,27,6,33,4,4,3.55,L3YVTmTV96Who9VY3w7Zzw,"[2007, 2008, 2009, 2014]",769,Lauren,1,427,495,5,14,2,18,18,574,22
2009-06,19,,24,5,,4.25,EqJ9qIh3_71d8tYbE3mA9Q,"[2010, 2011, 2012, 2013, 2014]",303,John,1,185,122,12,7,,10,11,325,8
2006-12,56,4,91,4,,3.15,YO0zOiU_bdkbhGkeIId3jA,"[2011, 2012, 2013, 2014]",587,Eric,,472,482,36,7,20,35,34,954,87
2008-01,7,,19,1,1,3.95,LhdTD7PT4fPuo9rlKMgfJA,"[2009, 2010, 2011]",172,Sanjay,1,143,157,6,8,6,6,5,349,2
2011-07,32,3,34,1,,3.94,6Jh0nU3Xey6J0YfpSJLUwg,"[2013, 2014]",128,Donna,,325,212,24,17,1,9,4,499,22
2011-02,36,,28,4,3,3.44,VcRuZnPeE9uxM_V1a0-PMA,"[2011, 2012]",272,James,,137,125,8,9,2,18,28,238,12
2011-01,28,1,30,9,7,3.74,HLO_gUjvY-Gf3HW4gJwvVw,"[2012, 2013, 2014]",150,Cindy CiCi,,93,70,15,7,6,33,5,149,24
2007-04,2,,7,,,4.38,RUbmZmOFNjliHm9YcvlaRw,[2009],113,Raquel,,27,14,,1,,,,85,2
2013-04,549,5,377,21,3,3.91,0mWN-SJLbDE2LN-3QzOpeg,"[2013, 2014]",129,Susan,2,719,515,96,22,15,111,102,873,229
2008-03,98,17,165,10,9,3.86,9NureiHAMIJLzesneQ5V3w,"[2009, 2010, 2011, 2012, 2013, 2014]",160,Minh,4,429,409,47,37,17,33,39,603,145
2008-08,4,,9,3,,3.65,7s3IUQCYObHv7AHx45Yl2A,[2009],103,Travis,,53,31,5,1,,,2,66,1
2012-02,4,,3,1,,3.63,g71jHIUSJOFQdE-QaGpriw,"[2012, 2013]",71,James,,39,25,,3,1,,,86,1
2010-06,1,,2,1,,3.68,dpfhSYrn1EFknAXvdGIwVg,"[2013, 2014]",91,Keira,,42,26,3,0,1,6,,186,1
2010-11,11,,8,1,,3.83,FTPSBS8kuMlSQDOX97iG8g,"[2012, 2013, 2014]",116,Linda,,67,61,4,4,,9,3,165,5
2008-10,9,,7,2,,4.0,3I96JgFuXX17OHX4LoEJhQ,"[2013, 2014]",129,Jamila,,85,58,8,3,,2,1,191,1
2009-11,,,1,1,2,3.38,fNvo8V1fJowp9Ir_FPFAZg,"[2012, 2013]",164,Bettina,,38,34,,1,1,6,,77,2
2010-02,3,,16,2,1,3.82,r36NbO28-CZqfwu2o6_oFA,"[2010, 2011, 2012]",521,Eric,,86,50,2,3,1,3,2,215,
2012-05,5,,7,1,,3.66,lK9dd5aZzg72WoEJDfXWBg,"[2013, 2014]",79,Paul,,13,5,7,2,1,8,2,52,
2014-01,2,,6,,1,4.27,CqBOXdaU_MIFRIF4Azscxw,[2014],44,Phil,,9,3,6,2,,1,1,20,1
2007-10,22,7,30,3,3,3.7,ls9nab-bHA6LPSpPpDdUdQ,"[2009, 2010, 2011]",209,Dawn,4,220,216,15,13,5,9,22,418,24
2011-02,12,,9,3,,3.91,9wguPvBCT_OlIkOrAw9rqg,"[2011, 2012, 2013, 2014]",108,Carolyn,,70,50,5,7,2,6,3,167,10
2006-10,18,6,26,8,2,3.67,KMGF6KAnPRoOTFVXBy9jtQ,"[2007, 2008, 2009, 2010]",181,Nacho,3,223,144,8,10,3,12,17,398,11
2011-04,1,,4,,1,3.82,hGvHc3YnSvAgUhSGEum5cA,"[2013, 2014]",86,Mo,,45,44,3,3,,2,,149,3
2007-05,33,,45,6,,3.75,oTEUNAHIWYaNvJGvo54aCw,"[2011, 2012, 2013, 2014]",545,Zain,,194,175,11,16,,17,5,563,21
2009-08,14,,19,2,1,3.86,Ar4fvyx-45KlA7POk5ZQFg,"[2009, 2010, 2011, 2012]",137,Mandy,,87,55,11,6,,11,3,242,8
2013-11,,,,1,,4.0,PK64UcN5M7MVV1NIzQtSUQ,[2014],59,Sheena,,9,7,,2,,1,2,26,1
2011-02,2,,5,,1,4.27,7y4nFSVYR-sw9ViG4OP_CA,[2014],109,Joann,,23,6,1,2,1,1,,55,4
2011-07,234,7,268,13,17,3.9,vmT46P5MKhQT8FPoKGtpWQ,"[2013, 2014]",288,Nitar,2,699,613,71,38,24,60,65,1108,112
2008-05,8,,13,3,,4.09,fxeWBwXByu2ZW_0QxcLVOQ,"[2008, 2009, 2010]",64,Jed,4,96,38,1,11,,2,,118,7
2009-09,,,3,,,3.65,bJQMUXmS9vb-Vj3052CYmQ,"[2013, 2014]",51,Micah,,7,3,,4,,1,,24,
2010-01,11,1,9,6,1,3.6,8llV1K2I1SqABbFHgJUEmw,"[2010, 2011, 2012, 2013, 2014]",387,John,,156,181,12,9,1,13,5,484,11
2011-07,98,1,121,19,3,3.53,vZL2k8x-XDt8R2wRFOyAjQ,[2014],372,Emily,,347,245,83,14,14,83,75,601,93
2008-03,44,21,100,17,12,3.56,1w8L6Z2_as5ram0OHIhXZQ,"[2009, 2010, 2011]",429,Jessica,1,374,268,57,28,9,34,29,553,105
2009-04,9,2,3,1,,3.36,WKuLhgiwjRcT3H71K4cA4Q,[2010],85,Vee,,82,67,,4,,,2,172,2
2009-08,,,1,2,,3.74,CiA6xHcww0aOhkcpW_8rcA,"[2012, 2013]",93,Bill ,,12,24,,1,1,2,2,63,1
2008-06,,,,,,4.17,NjRbV1XCodXHEzdYtHBRAQ,[2014],30,Kate,,10,8,,1,,,,43,1
2008-02,14,3,19,2,1,3.73,RoOwAUD8CNZ2uFnR8qC2-A,"[2009, 2010]",204,Meena,2,126,162,8,11,,7,8,266,14
2012-08,5,1,14,3,3,3.87,FaVWn4zfUKHOB5E6fJX0UQ,"[2012, 2013]",113,Marie,1,52,69,2,1,1,10,14,107,10
2008-10,115,3,141,5,5,3.67,E8OfgsjwQbOOX_8LwJmX5A,[2014],176,Justin,,527,479,21,19,8,22,51,715,31
2013-06,,,,,,3.53,ISwiZNOXrgxlLfVZsGBUww,"[2013, 2014]",140,David,,23,10,,0,,,,73,
2012-02,1,,,,,3.7,MCAfa45wXbayt4DuikirVQ,[2012],75,Richard,,11,34,,1,,2,,79,
2009-09,2,,3,1,,3.51,jMrwbdG0ZjDBVoou__nKkw,[2012],38,Jenna,,35,11,3,0,,1,1,92,4
2011-01,10,,12,2,,3.55,A-yR4oTFKmDVnegSyVur1Q,"[2013, 2014]",194,Preeti,,98,49,6,4,1,9,2,218,9
2009-07,21,2,18,4,,3.41,eoHRVWFl0sGc5ABljL079w,"[2009, 2010, 2011, 2012, 2013, 2014]",571,Laila,3,391,538,5,23,1,16,17,831,12
2011-04,41,,43,2,3,3.48,fefC520OEzAB4OoPSPAIUw,"[2011, 2012, 2013, 2014]",442,Ben,8,387,647,21,18,2,29,16,907,7
2007-02,298,10,359,11,11,3.88,1trGpEFdN507bKzJZvZuGQ,"[2009, 2010, 2011, 2012, 2013, 2014]",810,Marc,,2713,2221,53,35,15,71,110,3432,239
2010-07,2,,3,3,,3.6,k6jTHpivcE1AGgofIS8nzQ,[2011],129,Greg,,66,51,7,1,,4,,124,11
2011-01,,,1,,,3.59,_UEhJ7lraqk2-_KZzLDVVA,[2014],158,Melissa,,32,32,1,1,,2,,77,
2008-09,31,4,30,9,1,3.65,RKfpCgqu3dgUQM1xTiKj8A,"[2012, 2013, 2014]",251,Julie,2,347,326,29,16,20,16,12,500,19
2011-02,18,,21,5,,3.74,UzkE3Cl1syNBLikNDT5Tmw,"[2012, 2013, 2014]",109,Ben,,176,174,16,5,1,7,11,330,16
2010-08,3,,7,1,1,3.77,ht19HhswQPZ1OMDf5jPlYw,"[2011, 2012, 2013]",146,John,,29,30,1,4,,1,1,127,1
2009-09,1,2,9,1,1,3.7,TIDCANcQQbwkiEIdlbNImQ,"[2009, 2010, 2011]",65,Tiana,,83,102,2,6,3,9,2,98,4
2009-06,6,,5,,,4.26,FGpTtSWdc0vMjvSDXeIKWA,"[2012, 2013]",81,Taylor,2,34,32,4,2,,2,1,83,3
2011-05,,,1,,,3.32,5t2qQY4RmxUOjT1WXW7rQQ,"[2011, 2012]",57,Jeff,,26,37,2,1,,3,,123,3
2011-05,7,,6,,5,3.94,l3CEsdEEGX6RlBzkHcieVQ,"[2012, 2013, 2014]",97,Laila,,40,20,1,2,,1,1,110,7
2010-01,13,,2,2,,4.0,Pw2Ug6raPG_iRxAdomHfkg,"[2013, 2014]",72,Bobby,,61,40,6,4,,6,3,97,
2011-03,14,,25,3,3,3.8,Nhvkukz5MECqEUQVfh6A6w,"[2011, 2012, 2013, 2014]",320,Patrick,2,212,143,10,5,4,5,4,428,16
2010-08,2,,7,1,,3.74,rTyydoVf5lKkIB-qlgJVyg,"[2011, 2012, 2013, 2014]",252,J. Christopher,,75,43,4,7,,3,1,230,4
2009-08,14,,20,1,,3.61,HlEnP5AS3CBg4f0NZR7M2Q,"[2009, 2010, 2011, 2012, 2013, 2014]",787,Stephen,,209,181,18,9,1,15,6,961,7
2006-09,33,2,15,6,1,3.4,Sjl6tJ6lYKwooL2OGc_Fjw,"[2010, 2011, 2012]",207,Suo,,68,157,10,1,5,11,15,164,11
2011-02,12,,9,1,,3.66,rgqbKdwBtkVogFnXzH0KKA,"[2011, 2012]",173,Jennifer,,51,38,3,2,,10,3,216,7
2009-06,4,,11,4,,3.4,in8F1VdUbEe9NYvkGQ_R2w,"[2010, 2011, 2012]",122,Will,1,100,90,2,3,,3,1,258,6
2008-09,100,17,76,10,11,3.74,xl4yl_IFXmU_9bFL0zB--g,"[2009, 2010, 2011, 2012, 2013]",221,Krys,2,324,271,14,34,15,48,36,506,90
2010-06,2699,245,3155,458,708,3.86,AQnk7fS3XdXYM2ZWSF_Wqw,"[2012, 2013, 2014]",176,Jen,140,4751,4479,1268,99,3308,889,1440,5142,3243
2008-11,123,6,121,3,5,3.46,EQzyzFGmQgd_VWuZW38QUA,"[2010, 2011, 2012, 2013, 2014]",400,Pam,5,547,374,61,32,12,61,16,1348,69
2012-12,3,,9,1,,3.92,fuzhnYW4uAb9lMEG9oXKdg,"[2013, 2014]",73,Mikey,,48,55,12,0,,2,,118,9
2009-12,6,,6,,,3.44,o7NTwUJ4yHY4gxJPADzrNg,"[2010, 2011, 2012, 2013, 2014]",250,Cathy,,102,103,,2,,3,2,382,2
2010-06,3,,4,,,3.92,7yiryR3tSyyAoizfNw3bKg,[2010],171,Shannon,,90,64,3,2,,5,1,315,5
2009-02,2,,10,2,1,3.69,WSSi9OQYw9lv47zivoPgAw,[2010],158,Cara,4,175,174,5,11,1,4,1,263,7
2011-12,2,,2,,,3.88,-XI68QOOLx-1IJL6MBR8oQ,[2014],100,Zachary,,16,13,3,1,,,1,38,2
2010-04,18,1,4,2,1,3.51,CA_PHf5xmcs4RuPlcDUzfw,[2012],148,Chris,,69,102,2,8,1,3,13,212,3
2011-07,34,,32,4,1,3.59,vnJ7Ap--sxUBgImJCXJo8Q,[2012],53,Audi,1,57,23,4,1,1,33,8,140,12
2009-11,19,,15,5,,3.71,bFSnclbwAT-wZDuIfFLQkQ,"[2011, 2012, 2013, 2014]",422,Rich,,142,147,8,12,2,5,12,295,7
2011-02,13,,15,2,,3.92,s3yGekFAyRsfSk85x8HniQ,"[2011, 2012, 2013]",172,Mike,,198,289,12,8,2,7,14,240,12
2007-09,8,,13,1,2,3.49,BM8eIIjCDEFkclgLOdkAJA,"[2010, 2011, 2012, 2013, 2014]",130,Linda,,52,66,3,3,,4,4,226,12
2009-12,10,,9,2,,3.78,cK9IKavQDei_AZLzc_fROg,"[2010, 2011, 2012, 2013]",339,Hunter,,55,119,1,3,,11,3,246,2
2009-03,20,,14,1,1,3.38,PpyAxHW6S2R1eiAuKdxqUA,"[2012, 2013, 2014]",154,Chris,,88,71,11,5,,9,2,312,5
2010-12,1,,1,,,3.42,6SzilOtagEhrVeVCqDcXoQ,[2012],57,Lia,1,18,39,1,0,,3,1,69,1
2009-05,3,,2,2,1,3.69,IWs8khWcFDnQ6L0n0R4MKg,[2011],49,Cessalee,,21,26,,2,,,3,78,2
2008-09,6,,7,,,3.36,qKgA6gPsGBEN7ZFEQEiLSg,"[2009, 2010]",156,Edmond,,72,84,2,1,,1,3,124,5
2008-10,6,,14,,,3.83,7FGf6IZ1RxunBHKAGSd_2g,"[2009, 2010, 2011, 2012, 2013, 2014]",284,Lor,1,76,43,2,8,1,10,1,168,3
2008-09,85,10,152,12,1,3.68,loIyoSd9IKqk1HKxPQxSMg,"[2009, 2010, 2011]",222,Jenny,6,512,385,35,32,14,36,41,706,196
2006-08,13,5,13,3,1,3.88,CA1CSw_uiapPotkJC9hXAQ,"[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]",238,Nina,,101,79,2,4,6,11,3,300,1
2010-08,21,,45,2,1,3.9,G6zYvnZVK6xVYgMeb0MLcw,"[2010, 2011, 2012]",155,Leisa,7,95,100,19,15,,10,3,243,24
2008-04,10,6,14,5,,3.52,H-DiXGm66cptGbcJopEfsA,[2012],161,Alice,,123,144,5,6,2,10,13,215,29
2011-05,1,,1,1,,3.48,d6uUOqajfuj1xmgzKcYxKQ,"[2012, 2013, 2014]",39,Kim,,26,30,,1,,,1,79,
2005-08,115,21,178,21,8,3.73,t51FxYOLqwbTSBeyPbHHVQ,"[2006, 2007, 2008, 2009, 2010, 2011, 2012]",997,Aspasia,28,2274,1554,111,74,15,53,56,2513,197
2008-07,20,1,52,5,1,3.76,r7QeL1joSrDLgjZjWTYqXA,[2008],129,Bee,1,239,208,4,3,2,29,27,297,36
2009-06,21,1,17,2,1,3.49,Zi8gKYhW0pcrAOH8drFo1g,"[2011, 2012, 2013, 2014]",251,Alan,,104,189,4,6,,14,7,337,8
2008-07,1,1,22,4,5,3.87,dAUdNUXuWoJoB3pcoTOcrQ,"[2011, 2012, 2013]",128,Christopher,3,164,130,12,5,1,8,3,268,17
2010-11,,,1,1,,3.51,L6y73vaWaSvqYUKq6Rsr2w,[2012],63,Christina,,10,7,,0,,2,,54,2
2007-09,10,2,29,7,,4.02,TFIoDbN7hpihqEfkx3JZyg,"[2008, 2009, 2010, 2011, 2012, 2013, 2014]",388,kathleen,9,487,385,6,22,2,6,9,770,27
2011-11,1,,1,,,3.75,apZBQpCEVD8xSJIRR-Tgaw,[2014],154,Jeff,,10,17,,2,,1,1,61,1
2010-11,11,,4,4,1,3.74,PeONOw5VDGa6pAWoNRJk7g,"[2011, 2012]",129,Mark,,112,40,13,6,4,2,,197,1
2006-01,11,1,30,5,,4.49,hDuhc9RQOf3ydg1PxLkRxQ,"[2006, 2007, 2008]",179,Keeton,,235,102,5,12,1,9,7,346,10
2010-07,6,1,11,2,,3.72,UdE2mZkqgCMsjhWwDWghLQ,"[2012, 2013, 2014]",182,Daniel,,115,256,12,9,1,9,9,290,6
2008-05,60,2,55,2,1,3.83,pFg7yJ_MsrvAqYJG3_3Mgg,"[2010, 2011, 2012, 2013, 2014]",415,Mariel,3,343,319,41,15,4,26,13,480,40
2012-07,4,,4,1,3,3.55,KN3sAN_nQCcn80UxNXjEfQ,"[2012, 2013]",57,Severine,,43,18,3,7,2,2,,114,4
2005-08,14,,17,4,3,3.35,0fj_-MQjyhkqNnTdTpubuQ,"[2005, 2006, 2007]",246,anita,14,192,119,13,29,3,5,4,450,7
2009-03,113,10,313,31,42,3.61,WgK7kyLUxZDqQSyARTpPuw,"[2010, 2011, 2012]",247,Glen,2,460,460,62,11,52,237,413,591,330
